,year,pol,sentences,ocr,loss_distilbert,loss_hmd_distilbert,loss_bnert-time-st-y,loss_bnert-time-y,loss_bnert-time-y_masked_25,loss_bnert-time-y_masked_75
0,1805,lib,"resume the coipmand, iuterti)s of the most gritifying'kind...,4Ott Sunday morning Capt. 4. of the ForfhrshireMilitia, and Dr. WA: of the 7d Regimeilcinatinthe I of, St; Fergns,. near Petprhead, to decideati atlitir of lionoar,' Upon aniving at the ground,however, the Seconds inteifered, anti the businesstvf“ amicably adjusted.' The 'quarrel originated inthe ball-Town the preceding evening.1-6 is atatiA in :the York Paper, fipon authority,ti) tt TifortNTorr, who rode the fitthouS'matchSature,ay.in the lag Augtiq isittietiug,di ;av her jockey ship on, thelast SatOrdity in thel'n)Uitril.Meeting, in alliatch for 3000 gs..tbur milerto gste—thr;-""Gentleman; 13st. •11,1 L ,N EIPS,.. , ,PLYMOUTH, AUG. 4.-There is no doubt,,",0.6016,941.2497371977129,103.24703744693855,98.17728019835855,97.98113606488171,99.5301890978814,99.03202164040273
1,1807,none,"failed from Portf-mouth on the 4th January, pallid that Bland on therBth : an uncommon quick paffage for a fleet of150 fail.Accounts were received in town nn Saturday fromthe River Plate as late as the 6th December. SeveralSpani(h officers had arrived iron) the interior atMonte Video, for the purpofe of organizing the inha-bitants and others difpored to arms. All the mercantilepeople have left off barriers, and turned their atten-tion to arms. A thong force was preparing to goagaina Maldonado. Their fume(' at Buenos Ayreshas had an aftonifhing effeEt upon the minds of theSpaniards; they confider themfelves the fink warriors;n the",0.8802,384.670030208571,22.76249447885758,22.371793811233914,21.734493823762286,21.096885711308968,21.226317922368914
2,1860,neutr,"Agents here untilSix o'clock on the Frulaypienings Pievioua to sailing.' Applyi in Halifax.; to Sir SaMuel Cunard, Bart, ; in Boston, toE. C. and I. G. Bates.; in NeW Turk, to Ed. Ctinard ; iii Havre,to Donald Currie, 21, Quai d' Orleans ; in Paris, to Donald Currie,12, Place de la Bourse; in London, to' J. B. Foord, 52, 91dBread-street; in Glasgow, to G. and J. Burns, l.""/ Buchanan-street ; in Queenstown, to D. and C. Mac Iver ' • or in Liver,pool to D. and C. MAC IVER. 8. Water-street.kW The PERSIA will start for NEW YORK, THIS DAY(Saturday),",0.8337,105.72561359623805,12.123737989338567,11.76847725338053,11.79840568357584,11.2999709797016,11.250293106309389
3,1816,con,"iu 4tinhops-street, Clare-market, where be had beewhis the babk if deal-ing for la years past.Mr. Boobbyer stated, that they had long suspestad thatthey were robbed, particularly since the month oflllay LW,Out could not detect the thief till the day the priiidelr wasstopped the act of robbing them, In the alt 4 'Re plinduced a lint of articles which filled a large sliest of papir„which he positively swore had been stoien from bla praises;particularly from part of the sbop-marks remainbps, and theynever selling them in that slate. He prodocectiticidier lbAlist, which lie very humanely declined sweating to aslis andpartner's property, although",0.8017,403.89787128506134,39.53115028430591,39.527041215022585,39.75409256259833,38.20291841568707,38.43529152170573
4,1861,lib,"average numberafter correction for increase of population is 325.In the last two weeks the deaths by bronchitis rose-froni 146 to ,217.; those by Pneumonik from 89 to95; those by phthisis from 136 to 171. Scarlatinawas fatal last week in 45 cases, 4 of which occurredin the west sub-district of Islington. Measles wasfatal in 49 cases, of which 4 occevred in the southsub-district of St. Giles, 3 in the Goswell-streetsub-district. There were 7 deaths from syphilis, 4from intemperance. 13 persons, of 12 were children,died by burns and scalds ; of these, two children, onethe son of a lamplighter, the other that",0.8554,53.37811228959345,6.709072675383464,6.74527544141436,6.642724153032233,6.451990606133332,6.489906210987387
5,1855,con,"~d~~~~L.......-- ✓ -~WRITING, BOOKKEEPING, &C.MESSRS. THOMPSON,No. 8, CLAYTON-SQUARE,Head Teachers in Liverpool a quarter of a century, guarantee toevery Pupil a good HANDWRITING in a few Lessons. BOOK-KEEPING by DOUBLE ENTRY, thoroughly and practicallytaught in a few days.Mrs. and Miss THOMPSON give Private Lessons to LADIES,or attend out, if required.Cards of Terms at 8, Clayton-square.D. WALKER, Importer of Leeches, hase• REMOVED from London-road to 28, ST. ANNE-STRKET.—A fresh supply from the Continent every week.HORATIO L E W I S,IMPORTER OF CIGARS,No. 67, CHURCH-STREET.li/- THE BEST BRANDS OF CIGARS IN STOCK.MEERSCHAUM BowLs and every description of SMOKINGAPPARATUS, of the most recent designs.PATRONISED",0.9158,73.19353027031853,8.432422786372628,8.201516659241365,8.19555878354254,7.873069031303398,7.9161303362942075
6,1869,lib,"the face, body, and limbs of the poor littlegirl (apparently but 6 mouths old) being spotted with sores,which emitted the most offensive smell. it was under-stood to be the impression of the doctor's assistant thatthe child was suffering from chicken-pox, in an aggra-vated form, but another medical man, to whom she (themother) had tak,:n the child, was of opinion that the childhad been poisoned by the vaccine matt T.Mr. Vaughan directed that Dr. Bennett should be sentfor, and a proper inquiry instituted as to the actual causeof the sad condition of the child, which must be plicedunder proper tic inoned;atoly.",0.9023,70.41957665775034,5.955959749790546,5.717365375013497,5.644219632218719,5.694275106000339,5.72751603354382
7,1862,lib,"re-sult you must have recourse to those means byWhich you create emulation in Peers of the realmand Members of Parliament, and large acred squiresand prosperous farmers ; you must appeal to thatspirit of emulation which is the author of all excel-lence in society. Entertaining these views, withthe permission of the society, I shall be most happyto give a prize for that purpose next year. (Cheers.)Gentlemen, there are one or two observations which1 should wish to make to you upon subjects con-nected with the condition of your class. In the firstplace, I rejoice that I can congratulate you upon agood harvest.",0.9591,59.715607028247625,5.060215435459806,4.8538414637615155,4.838967650681812,4.620729099776694,4.575579495896728
8,1844,lib,"PRICE OF SUGAR.The Average Price of Brown or Muscovado Sugar, for theweek ending July 9, 1844, is 335. Bd. per cwt., exclusiveof the Duties of Customs paid or payable thereon on the int-portation thereof into Great Britain.COURSE OF EXCH.Amsterdam CF. 12 5Ditto, at sight l2 3Rotterdam 2U. 12Antwerp 25 90Hamburgh M.B. 13 13Altona l3 13tParis, 3 days' sight 25 60Ditto, 3 months 25 85Marseilles 25 90Bourdeaux 25 90Frankfort on Maine l2lt.Petersburgh, 3Us 37Berlin 7Vienna, effec. fl. 3 M 953Trieste, dittoMadrid 37CadizBilbao 36Barcelona 36SevilleANGE.—(THIS DAY.)Gibraltar —Leghorn 3O 45Genoa 25 85Milan —Venice ........Naples 39Palermo, per oz llBLisbon 54Oporto 54Rio Janeiro 23Bahia 23Buenos",0.9528,186.2471626608472,4.1509851225698835,4.095660847557738,3.9832224981454227,3.8585468778736534,3.878864827321683
9,1860,neutr,"hand a number of'excellent Secoriaiff PIANO-FORTES and HARMONIUMS, for use . .AV . G . 'MADDY'S',.1 Physical ENGAGED for TWELVE NIGHTS, 'ilid will mak-e her First -a; Seti'.l fe„ a . ~.. -, . -.s ,aa * • •AT ' ' Li - . ' • ::-1':I:: R. S SAE. :TO I: :1 41.9'.'''--- --- . ' n .t.nc,i • .. - - , ,- ;„ • , equal to new, havinsubeen out on hire. only a short time. Pricery moderate.: , ''s ' - ' ' . NO. 25, BOLD-STREET.• •a -a.--Appearance in Liverpool on MONDA ', June 25.",0.8776,373.43333664615545,37.33291701051676,35.68779794073019,35.71683269616027,37.134547266614184,36.987595145910056
10,1856,con,"ASSASSINATION IN IRELAND.Mr. Thaddeus Callaghan, a respectable solicitor, of Dublinand Ballyronan, was assassinated near Portumna, on Friday.HOUSE OF LORDS.MONDAY.Their Lordships assembled at five o'clock.Lord BROUGHAM moved for copies of two letters from Pro-fessor Levi to the Statistic department, and their answerthereto. Agreed to. He then laid upon the table five reso-lutions with reference to the judicial statistics of this country,but he did not then ask the house to adopt those resolutions.The Commons Enclosure Bill passed through committee.The house adjourned at 6 40 p.m.HOUSE OF COMMONS.MONDAY.The house met at four o'clock.The second reading of the Imperial Hotel Company Bill,the object of",0.9721,35.663845668689746,4.021956418467173,3.9760892419911653,3.9757039094170934,3.8646887424073,3.877577728444429
11,1868,lib,"urgentin her selection of Dean Stanley for that see asshe had been for Canterbury. The result was, thatMr. Disraeli recommended a prelate who certainlyhad no claim to advancement, and whose promotionsatisfies scarcely anybody. The Guardian, a conspicuouslymoderate paper, is, on the whole, satisfied, but the ChurchNews says that the appointments will infallibly lead everyConservative clergyman to stand aloof at the elections. TheHigh Church clergy have had no consideration paid tothem, and no one can be surprised if they return Mr.Disraeli's compliment.The Hon. Colin Lindsay has denied that he has yetbeen received into the Church of Rome. I suspect thatthe denial",0.9749,81.61972813793253,8.56593501690944,8.34255762244055,8.167516545707374,7.720412740954796,7.687256011379691
12,1846,lib,"road with the near wheel of the waggon on his leg.Thimg inteamwas stopped immediately, and the decea,ed was removedfrom underthe waggon and conveyed to the Poplar station-house, where he wasexamined by a surgeon, who advised his immediate removal to thehospital. Ills right leg was lacerated and contused. The deceasedlingered till Friday, when he died from exhaustion. Verdict, ""Acci-dental death.""FIRE IN MILFORD•LANE STRAND.—Shortly beforenine o'clock on Monday morning a fire, attended:with serious damage,broke out in the stabling of Messrs. Soulsby and Co., coal-merchants,Milford-lane, Strand. Workmen had been employed in making anew cistern for the horses, and it is supposed that from",0.9234,75.827728053994,4.964031784392507,4.90136111062216,4.864023162673779,4.837238563691341,4.839260122417258
13,1825,lib,"damaged by fire to the extent of 100,0001.,in 1761 ; of an ingenious basket-maker construct-ing a scaffold of osiers, and bringing down theweather-cock of St. Alban's Abbey, 1786 ; andof the Emperors of Russia and Austria meetingat Troppau, in Bohemia, 1820.rlitt Day ARRIVALS IN TOWN.I,4lll(\ate •4311 t from Windsor. At the British Hotel—bordihtenif:°l4 Paris. At Kirkisam's Hotel—Mr. and Mrs.h..Nato:ln Oxfordshire ; the Rev. Mr. and Mrs. Ballard,ttp At Illivart's Hotel, Lower Brook-street—Lord1144 h 'q; r IlYnne, from the North ; R. Roden, Esq. and Mrs.t°l'l Bath, At the Royal Hotel—Captain SinchGrieve, Esq.In the late WAI: of the PENINSULA, the pea-santry",0.7173,145.83415268905037,15.803568776182528,15.790221104593174,15.602025735278602,14.879381225676855,14.82714719083196
14,1851,lib,"pro-ducing any effect. Soon after, hearing a cook crowI directed my steps towards the spot, and discovereda farm, the proprietor of which came to me. Wecarried my companion into his house, and then sentfor a medical man. During an hour and a half thefarmer and myself did everything in our power torestore animation, and when the doctor arrived he pro-nounced that all further attempts were useless.""—Galignani's .Messenger.THE MURDER AT FROME.FROME, TUESDAY.—AII efforts to apprehend theperpetrator of these atrocities have as yet failed. Thismorning the articles of wearing apparel stolen fromthe cottage were found in a field in the neighbour-hood.The inquest",0.9489,111.02394335384405,5.5905293865097745,5.596142986931123,5.5322562103580735,5.124617319598865,5.20968426303051
15,1847,lib,"an orderto examine the insolvent as a witness in the cause. TheIVice-Chaticellor refused to make such order, es being opposedto some eases, as "" Ewer v. Atkinene (2 Con) and "" Hewat-on v. Tookey"" (2 Dickens), which had for many years regu-lated the practice of the court in this raped, hitt he sug-gested to the parties to apply to the Lord Chancellor.Mr. J. Russell and Mr. Sidney Smith were now heed insupport of the application. They submitted that, as by thelate insolvent act (7 and 8 Vim.), all the insolvent's ableand interest passed to his &aliases, and as, therelbensigecould have",0.6209,119.7855074369688,10.157523423656146,10.045476854313542,10.082235779599982,10.449020735952951,10.381983172610179
16,1841,lib,"EXECUTION OP DARMES.Since the above was written, we have receivedby express, an account of the execution ofDARMES, at seven o'clock yesterday morning, atthe Barriere St. Jacques. He walked bare-footed, in his shirt, to the place of execution, hishead being covered with a piece of blackcrape, in conformity with his sentence. Therewere but few spectators, owing to the early hourat which it took place, and the almost moral cer-tainty on the part of the citizens of Paris thatthe KING would commute the capital punish-ment for imprisonment for life. DARMES wasescorted from the prison of the Luxembourg tothe foot of the guillotine",0.8991,44.051246993917594,3.2493628438055735,3.1407515192115145,3.1657538019055047,3.106522809768352,3.099869994102467
